Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	IDHmut_4 Spectral Count	IDHmut_5 Spectral Count	IDHmut_6 Spectral Count	IDHwt_1 Spectral Count	IDHwt_2 Spectral Count	IDHwt_3 Spectral Count	IDHmut_4 Unique Spectral Count	IDHmut_5 Unique Spectral Count	IDHmut_6 Unique Spectral Count	IDHwt_1 Unique Spectral Count	IDHwt_2 Unique Spectral Count	IDHwt_3 Unique Spectral Count	IDHmut_4 Total Spectral Count	IDHmut_5 Total Spectral Count	IDHmut_6 Total Spectral Count	IDHwt_1 Total Spectral Count	IDHwt_2 Total Spectral Count	IDHwt_3 Total Spectral Count	IDHmut_4 Intensity	IDHmut_5 Intensity	IDHmut_6 Intensity	IDHwt_1 Intensity	IDHwt_2 Intensity	IDHwt_3 Intensity	IDHmut_4 MaxLFQ Intensity	IDHmut_5 MaxLFQ Intensity	IDHmut_6 MaxLFQ Intensity	IDHwt_1 MaxLFQ Intensity	IDHwt_2 MaxLFQ Intensity	IDHwt_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9H115|SNAB_HUMAN	Q9H115	SNAB_HUMAN	NAPB	298	Homo sapiens	1:Experimental evidence at protein level	Beta-soluble	1.0	0.999	23	182	160	182	37	52	42	28	8	15	33	48	38	25	5	11	37	52	42	28	8	15	7.6434611E9	1.07146045E10	7.8074793E9	4.01278106E9	1.07871629E9	1.5317335E9	1.24647104E9	1.82778522E9	1.35131635E9	7.0649683E8	2.83507584E8	2.98034368E8	
sp|Q9H147|TDIF1_HUMAN	Q9H147	TDIF1_HUMAN	DNTTIP1	329	Homo sapiens	1:Experimental evidence at protein level	Deoxynucleotidyltransferase terminal-interacting protein 1	0.998	0.999	2	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.0	0.0	0.0	1.231021E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H156|SLIK2_HUMAN	Q9H156	SLIK2_HUMAN	SLITRK2	845	Homo sapiens	1:Experimental evidence at protein level	SLIT and	1.0	0.999	5	8	8	8	2	1	3	0	2	0	2	1	3	0	2	0	2	1	3	0	2	0	1.9012006E7	9283644.0	4.5796476E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H158|PCDC1_HUMAN	Q9H158	PCDC1_HUMAN	PCDHAC1	963	Homo sapiens	2:Experimental evidence at transcript level	Protocadherin alpha-C1	0.9663	0.999	2	2	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2.5993052E7	0.0	0.0	1.10824128E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H169|STMN4_HUMAN	Q9H169	STMN4_HUMAN	STMN4	189	Homo sapiens	1:Experimental evidence at protein level	Stathmin-4	0.9541	0.9979	2	1	1	9	0	1	0	0	0	0	0	1	0	0	0	0	1	2	2	2	1	1	0.0	4.027668E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H173|SIL1_HUMAN	Q9H173	SIL1_HUMAN	SIL1	461	Homo sapiens	1:Experimental evidence at protein level	Nucleotide exchange factor	0.9986	0.9988	2	2	2	2	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0.0	0.0	0.0	4.3234688E7	0.0	1.5898528E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H1A4|APC1_HUMAN	Q9H1A4	APC1_HUMAN	ANAPC1	1944	Homo sapiens	1:Experimental evidence at protein level	Anaphase-promoting complex subunit 1	1.0	0.999	8	10	10	10	0	2	0	5	2	1	0	2	0	5	2	1	0	2	0	5	2	1	0.0	1.9305662E7	0.0	4.9078792E7	1.7523552E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H1B7|I2BPL_HUMAN	Q9H1B7	I2BPL_HUMAN	IRF2BPL	796	Homo sapiens	1:Experimental evidence at protein level	Probable	1.0	0.999	10	19	19	19	2	1	3	7	2	4	2	1	3	7	2	4	2	1	3	7	2	4	5.6963864E7	2.2372046E7	7.8962888E7	2.33249856E8	3790190.2	1.98106336E8	3.4774572E7	0.0	3.346182E7	1.18927336E8	0.0	8.7694896E7	
sp|Q9H1C4|UN93B_HUMAN	Q9H1C4	UN93B_HUMAN	UNC93B1	597	Homo sapiens	1:Experimental evidence at protein level	Protein unc-93 homolog B1	0.9995	0.999	2	4	4	4	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	2	1	1	0.0	0.0	0.0	6.443388E7	3.4465988E7	4.3004248E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H1E3|NUCKS_HUMAN	Q9H1E3	NUCKS_HUMAN	NUCKS1	243	Homo sapiens	1:Experimental evidence at protein level	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	1.0	0.999	11	35	35	35	3	7	1	8	10	6	3	7	1	8	10	6	3	7	1	8	10	6	4.5521516E7	5.0237008E8	7170666.5	1.19291635E9	1.00727872E9	7.8263392E8	2.89732064E8	2.74557888E8	0.0	4.43267872E8	3.41033792E8	2.48483744E8	
sp|Q9H1E5|TMX4_HUMAN	Q9H1E5	TMX4_HUMAN	TMX4	349	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin-related transmembrane protein 4	1.0	0.999	7	36	36	36	4	5	5	8	6	8	4	5	5	8	6	8	4	5	5	8	6	8	5.842432E8	6.4451878E8	6.2384205E8	6.8217946E8	5.02302464E8	1.1152416E9	2.45138656E8	2.54210656E8	2.40053424E8	2.56791184E8	2.02175136E8	3.92556256E8	
sp|Q9H1I8|ASCC2_HUMAN	Q9H1I8	ASCC2_HUMAN	ASCC2	757	Homo sapiens	1:Experimental evidence at protein level	Activating signal cointegrator 1 complex subunit 2	1.0	0.999	7	20	20	20	3	2	1	4	4	6	3	2	1	4	4	6	3	2	1	4	4	6	1.5371585E7	2.3989168E7	4.986118E7	9.9924104E7	1.09869352E8	4.2723304E7	0.0	1.6477901E7	0.0	4.3840844E7	5.1088892E7	2.6256292E7	
sp|Q9H1K0|RBNS5_HUMAN	Q9H1K0	RBNS5_HUMAN	RBSN	784	Homo sapiens	1:Experimental evidence at protein level	Rabenosyn-5	1.0	0.999	12	21	21	21	4	6	6	1	3	1	4	6	6	1	3	1	4	6	6	1	3	1	2.05374288E8	3.77445536E8	2.42673904E8	9153395.0	8.7662064E7	3.1174478E7	9.1883416E7	1.1887968E8	7.920156E7	0.0	5.2784728E7	0.0	
sp|Q9H1K1|ISCU_HUMAN	Q9H1K1	ISCU_HUMAN	ISCU	167	Homo sapiens	1:Experimental evidence at protein level	Iron-sulfur cluster assembly enzyme ISCU	1.0	0.999	7	14	14	14	3	5	4	2	0	0	3	5	4	2	0	0	3	5	4	2	0	0	2.12324896E8	2.02657616E8	1.33498488E8	3.5817316E7	0.0	0.0	9.5389464E7	8.7400912E7	7.4417368E7	4.5638712E7	0.0	0.0	
sp|Q9H1K4|GHC2_HUMAN	Q9H1K4	GHC2_HUMAN	SLC25A18	315	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial glutamate carrier 2	1.0	0.999	14	28	28	51	7	6	8	3	2	2	7	6	8	3	2	2	11	12	13	5	5	5	3.502608E8	2.2183384E8	2.85010432E8	7.6292344E7	1.708658E7	5.038076E7	1.22910752E8	7.4667504E7	1.27916032E8	4.4139464E7	0.0	0.0	
sp|Q9H1P3|OSBL2_HUMAN	Q9H1P3	OSBL2_HUMAN	OSBPL2	480	Homo sapiens	1:Experimental evidence at protein level	Oxysterol-binding protein-related protein 2	1.0	0.999	10	26	26	26	3	4	7	4	5	3	3	4	7	4	5	3	3	4	7	4	5	3	7.7711392E7	9.669768E7	2.73802048E8	6.0757836E7	8.5122664E7	1.27661952E8	7.4813072E7	7.413472E7	1.00571736E8	2.8511522E7	5.4357124E7	4.7801644E7	
sp|Q9H1V8|S6A17_HUMAN	Q9H1V8	S6A17_HUMAN	SLC6A17	727	Homo sapiens	1:Experimental evidence at protein level	Sodium-dependent neutral amino acid transporter	1.0	0.999	13	37	36	37	10	12	9	4	2	0	9	12	9	4	2	0	10	12	9	4	2	0	8.2631456E8	1.492752E9	9.0133363E8	3.600672E8	2.219409E7	0.0	2.62306976E8	4.30080704E8	3.19163712E8	1.82460528E8	0.0	0.0	
sp|Q9H1Y0|ATG5_HUMAN	Q9H1Y0	ATG5_HUMAN	ATG5	275	Homo sapiens	1:Experimental evidence at protein level	Autophagy protein 5	1.0	0.999	7	18	18	18	4	3	1	4	4	2	4	3	1	4	4	2	4	3	1	4	4	2	1.52519344E8	1.88242896E8	0.0	1.87147056E8	1.225042E8	5.4331204E7	6.6310724E7	7.29728E7	0.0	6.4351108E7	6.5422936E7	5.8447972E7	
sp|Q9H1Z4|WDR13_HUMAN	Q9H1Z4	WDR13_HUMAN	WDR13	485	Homo sapiens	1:Experimental evidence at protein level	WD repeat-containing protein 13	1.0	0.999	8	26	26	26	2	6	6	5	3	4	2	6	6	5	3	4	2	6	6	5	3	4	1.53018592E8	7.5027053E8	4.9040672E8	3.0531824E8	1.3459808E8	1.59402512E8	1.38782944E8	1.81057648E8	1.46609552E8	8.4324128E7	8.2255712E7	5.808928E7	
sp|Q9H223|EHD4_HUMAN	Q9H223	EHD4_HUMAN	EHD4	541	Homo sapiens	1:Experimental evidence at protein level	EH domain-containing protein 4	1.0	0.999	23	39	39	84	2	6	2	13	11	5	2	6	2	13	11	5	7	17	9	21	19	11	1.95609632E8	4.27744864E8	4.8924272E7	1.38522035E9	2.17442586E9	6.5479021E8	1.17357784E8	8.3262304E7	4.564422E7	2.82788096E8	2.8602896E8	2.00238496E8	
sp|Q9H228|S1PR5_HUMAN	Q9H228	S1PR5_HUMAN	S1PR5	398	Homo sapiens	1:Experimental evidence at protein level	Sphingosine 1-phosphate receptor 5	1.0	0.999	3	4	4	4	1	1	2	0	0	0	1	1	2	0	0	0	1	1	2	0	0	0	1.2245337E7	5.5157124E7	1.37813072E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H237|PORCN_HUMAN	Q9H237	PORCN_HUMAN	PORCN	461	Homo sapiens	1:Experimental evidence at protein level	Protein-serine	0.9995	0.999	2	3	3	3	2	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	1.52587136E8	0.0	1.14163368E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H244|P2Y12_HUMAN	Q9H244	P2Y12_HUMAN	P2RY12	342	Homo sapiens	1:Experimental evidence at protein level	P2Y purinoceptor 12	1.0	0.999	6	16	16	16	2	3	6	3	1	1	2	3	6	3	1	1	2	3	6	3	1	1	3.7941612E7	3.16290624E8	5.34593632E8	2.4770856E8	2111784.8	6.7798928E7	0.0	2.33183328E8	3.82631168E8	2.0801744E8	0.0	0.0	
sp|Q9H246|CA021_HUMAN	Q9H246	CA021_HUMAN	C1orf21	121	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein C1orf21	1.0	0.9989	2	3	3	3	0	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0.0	8.5489032E7	1.2007635E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H254|SPTN4_HUMAN	Q9H254	SPTN4_HUMAN	SPTBN4	2564	Homo sapiens	1:Experimental evidence at protein level	Spectrin beta chain, non-erythrocytic 4	1.0	0.999	46	60	60	120	13	17	23	0	7	0	13	17	23	0	7	0	26	27	33	6	15	13	3.05754592E8	5.541287E8	1.07388442E9	0.0	6.3446732E7	0.0	7.2363688E7	8.6470552E7	1.0819372E8	0.0	2.9834328E7	0.0	
sp|Q9H257|CARD9_HUMAN	Q9H257	CARD9_HUMAN	CARD9	536	Homo sapiens	1:Experimental evidence at protein level	Caspase recruitment domain-containing protein 9	0.9996	0.999	2	3	3	3	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0.0	0.0	0.0	3.9853908E7	0.0	1.2570154E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H267|VP33B_HUMAN	Q9H267	VP33B_HUMAN	VPS33B	617	Homo sapiens	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 33B	1.0	0.999	14	35	35	35	4	6	6	10	8	1	4	6	6	10	8	1	4	6	6	10	8	1	1.22579712E8	1.29505664E8	9.212688E7	6.3668608E8	1.94856752E8	3.2669946E7	5.467586E7	8.6289432E7	9.5861704E7	9.5468992E7	6.5253464E7	0.0	
sp|Q9H269|VPS16_HUMAN	Q9H269	VPS16_HUMAN	VPS16	839	Homo sapiens	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 16 homolog	1.0	0.999	21	53	53	53	6	7	5	13	10	12	6	7	5	13	10	12	6	7	5	13	10	12	4.94987424E8	3.77819904E8	2.82089056E8	6.8302086E8	8.5740672E8	9.4561421E8	1.43928912E8	2.03259792E8	1.54173648E8	1.7250304E8	2.3414608E8	2.55690304E8	
sp|Q9H270|VPS11_HUMAN	Q9H270	VPS11_HUMAN	VPS11	941	Homo sapiens	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 11 homolog	1.0	0.999	21	72	72	72	13	10	10	16	15	8	13	10	10	16	15	8	13	10	10	16	15	8	3.46029664E8	3.49832192E8	3.83613472E8	5.13702688E8	8.2423091E8	3.62483264E8	9.1165112E7	9.6746736E7	8.9416392E7	8.9060072E7	1.10240328E8	1.07322816E8	
sp|Q9H299|SH3L3_HUMAN	Q9H299	SH3L3_HUMAN	SH3BGRL3	93	Homo sapiens	1:Experimental evidence at protein level	SH3 domain-binding glutamic acid-rich-like protein 3	1.0	0.999	8	53	53	53	8	9	6	8	12	10	8	9	6	8	12	10	8	9	6	8	12	10	1.3069056E9	1.55415974E9	6.9567155E8	1.40382746E9	2.64105702E9	2.54705638E9	7.6305619E8	5.8461766E8	3.66348704E8	1.0924544E9	1.08886707E9	1.07464256E9	
sp|Q9H2C0|GAN_HUMAN	Q9H2C0	GAN_HUMAN	GAN	597	Homo sapiens	1:Experimental evidence at protein level	Gigaxonin	1.0	0.999	14	38	38	38	8	8	10	2	6	4	8	8	10	2	6	4	8	8	10	2	6	4	2.53190576E8	2.42238896E8	6.5255699E8	4.175324E7	2.10846272E8	4.6233932E7	9.1977296E7	1.31674816E8	1.75508928E8	3.307252E7	6.8546992E7	3.7738476E7	
sp|Q9H2D6|TARA_HUMAN	Q9H2D6	TARA_HUMAN	TRIOBP	2365	Homo sapiens	1:Experimental evidence at protein level	TRIO and F-actin-binding protein	1.0	0.999	12	21	21	21	0	4	0	8	8	1	0	4	0	8	8	1	0	4	0	8	8	1	0.0	6851972.5	0.0	4.06334336E8	2.8582752E8	5.3055828E7	0.0	0.0	0.0	9.6268008E7	6.8340872E7	0.0	
sp|Q9H2F3|3BHS7_HUMAN	Q9H2F3	3BHS7_HUMAN	HSD3B7	369	Homo sapiens	1:Experimental evidence at protein level	3 beta-hydroxysteroid dehydrogenase type 7	1.0	0.999	4	5	5	5	0	0	0	0	2	3	0	0	0	0	2	3	0	0	0	0	2	3	0.0	0.0	0.0	0.0	2.6875096E7	3.8136992E7	0.0	0.0	0.0	0.0	2.0323956E7	1.5230703E7	
sp|Q9H2G2|SLK_HUMAN	Q9H2G2	SLK_HUMAN	SLK	1235	Homo sapiens	1:Experimental evidence at protein level	STE20-like serine/threonine-protein kinase	1.0	0.999	23	59	55	59	16	12	12	9	5	5	16	12	11	8	4	4	16	12	12	9	5	5	5.06598624E8	3.71728416E8	3.76137536E8	3.09432288E8	9.6333072E7	1.44329808E8	9.3938248E7	1.23307064E8	1.00133264E8	9.0924064E7	6.8495256E7	6.9488968E7	
sp|Q9H2H8|PPIL3_HUMAN	Q9H2H8	PPIL3_HUMAN	PPIL3	161	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase-like 3	1.0	0.999	6	27	27	27	7	1	4	5	5	5	7	1	4	5	5	5	7	1	4	5	5	5	3.84406144E8	3.2801674E7	2.97058112E8	5.11445728E8	5.382391E8	7.6351616E8	1.80516688E8	0.0	1.16753128E8	1.99877104E8	1.85559216E8	2.2673984E8	
sp|Q9H2I8|LRMDA_HUMAN	Q9H2I8	LRMDA_HUMAN	LRMDA	198	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich melanocyte differentiation-associated protein	0.9767	0.999	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0683233E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H2J4|PDCL3_HUMAN	Q9H2J4	PDCL3_HUMAN	PDCL3	239	Homo sapiens	1:Experimental evidence at protein level	Phosducin-like protein 3	1.0	0.999	5	15	15	15	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	5.9562336E7	8.6629664E7	3.1725544E7	6.55029E7	8.98928E7	2.19388656E8	3.4451876E7	3.3482558E7	0.0	6.3761672E7	5.10533E7	8.9525696E7	
sp|Q9H2K0|IF3M_HUMAN	Q9H2K0	IF3M_HUMAN	MTIF3	278	Homo sapiens	1:Experimental evidence at protein level	Translation initiation factor IF-3, mitochondrial	0.9979	0.999	2	4	4	4	1	1	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	2	8158625.5	2.2901072E7	0.0	0.0	0.0	4.6247396E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H2K8|TAOK3_HUMAN	Q9H2K8	TAOK3_HUMAN	TAOK3	898	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase TAO3	1.0	0.999	14	22	22	30	0	1	1	6	4	10	0	1	1	6	4	10	1	3	2	7	6	11	0.0	2.3966818E7	5.285018E7	2.18475776E8	2.07343856E8	4.32231808E8	0.0	0.0	0.0	1.1729068E8	9.029532E7	1.30032472E8	
sp|Q9H2M9|RBGPR_HUMAN	Q9H2M9	RBGPR_HUMAN	RAB3GAP2	1393	Homo sapiens	1:Experimental evidence at protein level	Rab3	1.0	0.999	43	134	133	134	19	22	26	25	22	20	19	22	25	25	22	20	19	22	26	25	22	20	1.14670848E9	1.7065856E9	1.51022797E9	2.68540902E9	1.17999693E9	9.7662182E8	1.88160944E8	2.42347984E8	2.09092144E8	2.42118688E8	2.53366448E8	2.20569472E8	
sp|Q9H2P0|ADNP_HUMAN	Q9H2P0	ADNP_HUMAN	ADNP	1102	Homo sapiens	1:Experimental evidence at protein level	Activity-dependent neuroprotector homeobox protein	1.0	0.999	9	17	17	17	0	4	1	3	6	3	0	4	1	3	6	3	0	4	1	3	6	3	0.0	7.3029744E7	2.9101788E7	8.955016E7	2.19183232E9	6.4398216E7	0.0	1.16945232E8	0.0	1.0995264E8	1.27131288E8	1.07436416E8	
sp|Q9H2P9|DPH5_HUMAN	Q9H2P9	DPH5_HUMAN	DPH5	285	Homo sapiens	1:Experimental evidence at protein level	Diphthine methyl ester synthase	0.9993	0.999	2	2	2	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	3.8582972E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H2S1|KCNN2_HUMAN	Q9H2S1	KCNN2_HUMAN	KCNN2	579	Homo sapiens	1:Experimental evidence at protein level	Small conductance calcium-activated potassium channel protein 2	0.9991	0.999	4	1	1	7	0	0	0	0	1	0	0	0	0	0	1	0	3	2	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H2U1|DHX36_HUMAN	Q9H2U1	DHX36_HUMAN	DHX36	1008	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent DNA/RNA helicase DHX36	1.0	0.999	15	33	30	33	5	5	3	5	10	5	5	4	3	5	9	4	5	5	3	5	10	5	1.05429104E8	3.33656576E8	1.26274656E8	1.25495376E8	3.51664032E8	6.2984168E7	4.1950548E7	1.30899256E8	3.2848812E7	6.5446668E7	9.2464096E7	3.9732796E7	
sp|Q9H2U2|IPYR2_HUMAN	Q9H2U2	IPYR2_HUMAN	PPA2	334	Homo sapiens	1:Experimental evidence at protein level	Inorganic pyrophosphatase 2, mitochondrial	1.0	0.999	16	60	60	73	13	9	8	9	14	7	13	9	8	9	14	7	16	11	10	11	16	9	8.4648794E8	1.02832717E9	4.31788736E8	6.8174432E8	1.11491328E9	6.0192179E8	3.51840832E8	2.27303152E8	1.61926864E8	2.07206208E8	2.57090384E8	1.87607232E8	
sp|Q9H2V7|SPNS1_HUMAN	Q9H2V7	SPNS1_HUMAN	SPNS1	528	Homo sapiens	1:Experimental evidence at protein level	Protein spinster homolog 1	1.0	0.999	3	9	9	9	2	2	0	2	2	1	2	2	0	2	2	1	2	2	0	2	2	1	5.345112E7	4.4282564E7	0.0	3584006.0	8.0495728E7	7.5531264E7	3.2541132E7	4.295814E7	0.0	0.0	7.1847992E7	0.0	
sp|Q9H2W6|RM46_HUMAN	Q9H2W6	RM46_HUMAN	MRPL46	279	Homo sapiens	1:Experimental evidence at protein level	39S ribosomal protein L46, mitochondrial	1.0	0.999	7	26	26	26	7	5	2	2	4	6	7	5	2	2	4	6	7	5	2	2	4	6	3.34619872E8	2.21830304E8	6.8354736E7	1.04076912E8	1.48663856E8	2.97346144E8	9.1072664E7	8.7042448E7	8.1789024E7	6.08937E7	5.471916E7	7.7786048E7	
sp|Q9H2X9|S12A5_HUMAN	Q9H2X9	S12A5_HUMAN	SLC12A5	1139	Homo sapiens	1:Experimental evidence at protein level	Solute carrier family 12 member 5	1.0	0.999	26	106	77	106	26	29	27	15	3	6	20	23	21	10	0	3	26	29	27	15	3	6	2.54148224E9	3.50154598E9	3.11613594E9	9.0004826E8	7.9985368E7	9.8288832E7	3.77149344E8	4.1797888E8	3.51648704E8	1.34638176E8	5.4253272E7	5.7161476E7	
sp|Q9H305|CDIP1_HUMAN	Q9H305	CDIP1_HUMAN	CDIP1	208	Homo sapiens	1:Experimental evidence at protein level	Cell death-inducing p53-target protein 1	0.9999	0.999	2	6	6	6	0	1	4	1	0	0	0	1	4	1	0	0	0	1	4	1	0	0	0.0	6.53372E7	1.19635832E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H307|PININ_HUMAN	Q9H307	PININ_HUMAN	PNN	717	Homo sapiens	1:Experimental evidence at protein level	Pinin	1.0	0.999	19	45	45	45	2	9	1	16	11	6	2	9	1	16	11	6	2	9	1	16	11	6	4.0927068E7	3.87467584E8	0.0	4.58466944E8	5.6636659E8	3.80162432E8	0.0	8.8997432E7	0.0	1.19339264E8	1.63089808E8	1.02959E8	
sp|Q9H313|TTYH1_HUMAN	Q9H313	TTYH1_HUMAN	TTYH1	450	Homo sapiens	1:Experimental evidence at protein level	Protein tweety homolog 1	1.0	0.999	9	35	35	35	8	8	13	3	3	0	8	8	13	3	3	0	8	8	13	3	3	0	1.37665101E9	2.43123968E9	4.23998464E9	1.7053176E8	2.0632528E8	0.0	4.11136672E8	6.041849E8	9.7436442E8	8.4065368E7	1.0215628E8	0.0	
sp|Q9H329|E41LB_HUMAN	Q9H329	E41LB_HUMAN	EPB41L4B	900	Homo sapiens	2:Experimental evidence at transcript level	Band 4.1-like protein 4B	0.9994	0.999	4	2	2	11	0	2	0	0	0	0	0	2	0	0	0	0	2	3	1	2	1	2	0.0	6.6216776E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H330|TM245_HUMAN	Q9H330	TM245_HUMAN	TMEM245	879	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 245	1.0	0.999	8	16	16	16	2	2	1	4	4	3	2	2	1	4	4	3	2	2	1	4	4	3	1.65241408E8	1.01270829E9	2.9889158E7	9.6599768E7	1.32371576E8	6.9909496E7	9.7838568E7	6.8786266E8	0.0	6.2520557E8	6.2894236E7	0.0	
sp|Q9H3G5|CPVL_HUMAN	Q9H3G5	CPVL_HUMAN	CPVL	476	Homo sapiens	1:Experimental evidence at protein level	Probable serine carboxypeptidase CPVL	1.0	0.999	12	48	48	48	1	4	0	16	11	16	1	4	0	16	11	16	1	4	0	16	11	16	3.5468608E7	1.7468072E8	0.0	3.32027366E9	1.79745958E9	6.2313953E9	0.0	1.18998424E8	0.0	5.9938861E8	4.22352192E8	1.22077325E9	
sp|Q9H3H3|CK068_HUMAN	Q9H3H3	CK068_HUMAN	C11orf68	292	Homo sapiens	1:Experimental evidence at protein level	UPF0696 protein C11orf68	1.0	0.999	7	23	23	23	6	4	4	3	2	4	6	4	4	3	2	4	6	4	4	3	2	4	4.817888E8	1.51161744E8	3.81929472E8	1.22090424E8	1.0487828E7	2.48568256E8	1.9664968E8	1.15406768E8	1.62556784E8	1.469996E8	0.0	9.5340832E7	
sp|Q9H3H5|GPT_HUMAN	Q9H3H5	GPT_HUMAN	DPAGT1	408	Homo sapiens	1:Experimental evidence at protein level	UDP-N-acetylglucosamine--dolichyl-phosphate	1.0	0.999	4	8	8	8	0	2	0	2	1	3	0	2	0	2	1	3	0	2	0	2	1	3	0.0	2.9302724E7	0.0	4.5957452E7	1.712658E7	4.902492E7	0.0	0.0	0.0	2.6177856E7	0.0	2.9775086E7	
sp|Q9H3H9|TCAL2_HUMAN	Q9H3H9	TCAL2_HUMAN	TCEAL2	227	Homo sapiens	2:Experimental evidence at transcript level	Transcription elongation factor A protein-like 2	0.9993	0.999	4	2	2	5	2	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	1	0	3.5432884E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H3K2|GHITM_HUMAN	Q9H3K2	GHITM_HUMAN	GHITM	345	Homo sapiens	1:Experimental evidence at protein level	Growth hormone-inducible transmembrane protein	1.0	0.999	5	15	15	15	3	2	3	2	2	3	3	2	3	2	2	3	3	2	3	2	2	3	6.1257452E7	6.8919296E7	1.47755888E8	6.0550512E7	1.11617728E8	7.1126296E7	0.0	0.0	6.8819032E7	6.3629684E7	4.4498476E7	7.0732768E7	
sp|Q9H3K6|BOLA2_HUMAN	Q9H3K6	BOLA2_HUMAN	BOLA2B	86	Homo sapiens	1:Experimental evidence at protein level	BolA-like protein 2	1.0	0.999	5	19	19	19	3	0	4	5	3	4	3	0	4	5	3	4	3	0	4	5	3	4	5.5217037E8	0.0	3.90350496E8	7.6833805E8	5.03851936E8	5.01656064E8	4.04898464E8	0.0	2.01227584E8	2.05402192E8	0.0	1.75094368E8	
sp|Q9H3M7|TXNIP_HUMAN	Q9H3M7	TXNIP_HUMAN	TXNIP	391	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin-interacting protein	0.9982	0.999	2	2	2	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	4.4011268E7	0.0	0.0	0.0	0.0	5.5252868E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H3N1|TMX1_HUMAN	Q9H3N1	TMX1_HUMAN	TMX1	280	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin-related transmembrane protein 1	1.0	0.999	10	47	47	47	9	7	3	9	7	12	9	7	3	9	7	12	9	7	3	9	7	12	1.25453542E9	1.45557158E9	2.69439616E8	4.5218519E9	3.26201626E9	5.0770304E9	3.47860608E8	3.76007136E8	2.14320576E8	1.11359066E9	8.6958746E8	1.04753203E9	
